Time,Q1,Q2,Q3,Q4,Q5,Q6
01/07/2007,4.14,4.21333333333333,4.2760031970504,4.31666666666667,4.33277670527671,4.34543114543114
01/10/2007,4.05,4.08,4.10723712164237,4.12333333333333,4.12345518867925,4.11946016771488
01/01/2008,3.99666666666667,3.93,3.84307727747563,3.76333333333333,3.7074680235233,3.65728639127997
01/04/2008,4.09333333333333,4.15666666666667,4.20522291164548,4.23,4.23393224557522,4.23293977384464
01/07/2008,4.30333333333333,4.32666666666667,4.33049775402455,4.31666666666667,4.29330662017801,4.26719847719527
01/10/2008,2.62666666666667,2.45666666666667,2.37180135709357,2.33333333333333,2.34171875,2.37041666666667
01/01/2009,1.05333333333333,1.00333333333333,1.01619624538885,1.04666666666667,1.09455479527768,1.17182648469127
01/04/2009,0.746666666666667,0.75,0.788756178112407,0.86,0.940543319566718,1.04085332109634
01/07/2009,0.43,0.486666666666667,0.577836307206249,0.693333333333333,0.820077071282652,0.961549989288283
01/10/2009,0.426666666666667,0.493333333333333,0.607251171072934,0.743333333333333,0.872274741121399,1.00350347358939
01/01/2010,0.363333333333333,0.436666666666667,0.539017608964079,0.653333333333333,0.760659796649117,0.867623522947364
01/04/2010,0.406666666666667,0.473333333333333,0.525992388657719,0.576666666666667,0.632401264068189,0.69028260509765
01/07/2010,0.533333333333333,0.59,0.641797589692724,0.69,0.735073684820749,0.778213645766592
01/10/2010,0.716666666666667,0.78,0.831224760083403,0.88,0.932222568656413,0.985679320287182
01/01/2011,0.823333333333333,0.943333333333333,1.05940183608013,1.17,1.27394640222739,1.37424865383175
01/04/2011,1.18333333333333,1.31666666666667,1.42724381066705,1.52333333333333,1.60999142671661,1.6907331200444
01/07/2011,0.996666666666667,0.98,0.974423369541791,0.976666666666667,0.988300957207207,1.00367492492492
01/10/2011,0.616666666666667,0.563333333333333,0.551169794849411,0.546666666666667,0.552395833333333,0.569166666666667
01/01/2012,0.353333333333333,0.343333333333333,0.345419409097557,0.35,0.358952162863829,0.374994515138219
01/04/2012,0.296666666666667,0.283333333333333,0.278571428571429,0.276666666666667,0.280416666666667,0.291111111111111
01/07/2012,0.09,0.08,0.0755128205128205,0.0733333333333333,0.0770833333333333,0.0877777777777778
01/10/2012,0.0733333333333333,0.06,0.0577564102564103,0.0566666666666667,0.0603645833333333,0.0706944444444444
01/01/2013,0.09,0.103333333333333,0.117123813470707,0.133333333333333,0.151716715389833,0.172266709976148
01/04/2013,0.08,0.08,0.0869724958949097,0.0966666666666667,0.108389265188834,0.123753420908593
01/07/2013,0.103333333333333,0.113333333333333,0.131861876988335,0.156666666666667,0.182223031949934,0.21012417654809
01/10/2013,0.13,0.13,0.137602549889135,0.146666666666667,0.158310929416112,0.173683789110618
01/01/2014,0.16,0.146666666666667,0.142042124542125,0.14,0.142447916666667,0.149583333333333
01/04/2014,0.13,0.106666666666667,0.0995380194518126,0.0966666666666667,0.0976041666666667,0.100833333333333
01/07/2014,0.02,0.02,0.0133333333333333,0.00666666666666667,0.00682291666666666,0.00791666666666667
01/10/2014,-0.0133333333333333,-0.0233333333333333,-0.0353205128205128,-0.0433333333333333,-0.04328125,-0.0429166666666667
01/01/2015,-0.0566666666666667,-0.0833333333333333,-0.096777095453566,-0.103333333333333,-0.104657738095238,-0.105714285714286
01/04/2015,-0.113333333333333,-0.123333333333333,-0.126322463768116,-0.126666666666667,-0.124055706521739,-0.120271739130435
01/07/2015,-0.13,-0.136666666666667,-0.140576923076923,-0.143333333333333,-0.142447916666667,-0.139583333333333
01/10/2015,-0.21,-0.23,-0.242953566041801,-0.25,-0.251272321428571,-0.251964285714286
01/01/2016,-0.316666666666667,-0.346666666666667,-0.369676030046881,-0.383333333333333,-0.38745617816092,-0.390609195402299
01/04/2016,-0.346666666666667,-0.363333333333333,-0.377988971537771,-0.39,-0.398734017208282,-0.40646727455551
01/07/2016,-0.35,-0.373333333333333,-0.389931257298769,-0.403333333333333,-0.41516449324485,-0.426072142143571
01/10/2016,-0.35,-0.353333333333333,-0.355764652014652,-0.356666666666667,-0.356612866300366,-0.355970695970696
01/01/2017,-0.35,-0.35,-0.346394927536232,-0.34,-0.333371829710145,-0.324849033816425
01/04/2017,-0.36,-0.36,-0.355415490306795,-0.346666666666667,-0.337242230143045,-0.325696797164188
01/07/2017,-0.36,-0.356666666666667,-0.353231792717087,-0.346666666666667,-0.338353466386555,-0.326314192343604
01/10/2017,-0.353333333333333,-0.353333333333333,-0.351103896103896,-0.346666666666667,-0.339859983766234,-0.32876443001443
01/01/2018,-0.35,-0.346666666666667,-0.344624887690925,-0.34,-0.329125252695418,-0.30811133572926
01/04/2018,-0.36,-0.356666666666667,-0.354595125786163,-0.35,-0.340494300314465,-0.323031970649895
01/07/2018,-0.36,-0.356666666666667,-0.355610465116279,-0.353333333333333,-0.345501453488372,-0.328223514211886
01/10/2018,-0.356666666666667,-0.356666666666667,-0.353001522334922,-0.346666666666667,-0.334448497823347,-0.31395422028742
01/01/2019,-0.36,-0.36,-0.35671992481203,-0.35,-0.341338502506266,-0.329337928153718
01/04/2019,-0.37,-0.383333333333333,-0.390865384615385,-0.396666666666667,-0.399447115384615,-0.400619658119658
01/07/2019,-0.453333333333333,-0.5,-0.532865261931051,-0.556666666666667,-0.573943764568765,-0.588968531468531
01/10/2019,-0.453333333333333,-0.463333333333333,-0.474395752097365,-0.483333333333333,-0.488011103479853,-0.492028388278388
01/01/2020,-0.476666666666667,-0.49,-0.502248316199929,-0.51,-0.511272321428571,-0.511964285714286
01/04/2020,-0.466666666666667,-0.476666666666667,-0.487287014061208,-0.496666666666667,-0.503968801695616,-0.510564860766474
01/07/2020,-0.466666666666667,-0.48,-0.490940860215054,-0.5,-0.50730213502895,-0.513898194099807
01/10/2020,-0.48,-0.49,-0.502292363433668,-0.513333333333333,-0.521157852564103,-0.528066239316239
01/01/2021,-0.48,-0.486666666666667,-0.489871794871795,-0.493333333333333,-0.496378205128205,-0.49974358974359
01/04/2021,-0.48,-0.48,-0.485,-0.49,-0.489921875,-0.489375
