Date,ConvenienceYield_Baseline,ConvenienceYield_EADynamicsTarget,ConvenienceYield_USExcludingMatchedPrivilege,ConvenienceYield_Counterfactual,LongTermRate_Baseline,LongTermRate_USExcludingMatchedPrivilege,LongTermRate_Counterfactual,PolicyRate_Baseline,PolicyRate_USExcludingMatchedPrivilege,PolicyRate_Counterfactual,Inflation_Baseline,Inflation_USExcludingMatchedPrivilege,Inflation_Counterfactual,Output_Baseline,Output_USExcludingMatchedPrivilege,Output_Counterfactual,Forward5YearRealNaturalRate_Baseline,Forward5YearRealNaturalRate_USExcludingMatchedPrivilege,Forward5YearRealNaturalRate_Counterfactual
2002-12-31,-0.09943299610237802,0.08753955329418253,0.03823516056165416,0.08753955329418253,1.062175,1.3361504194825917,1.5827171233792507,0.36,0.6459400045500634,0.9970612727815062,0.355244716,0.4382183355951394,0.5216836529275981,2.1670185831886974,2.6465751947135656,3.6384562940909335,0.39110028771927985,0.5908956168915138,0.7803967915525897
2003-03-31,-0.21768147596466247,0.11858274354808009,0.03710003279408469,0.11858274354808009,1.05395,1.2514420449246124,1.4235519035268682,0.3125,0.7428709847470013,1.055878151817292,0.308052421,0.3646973362536186,0.4215164350589619,1.6454473461822923,2.617474622583593,3.4839611243532334,0.45421564822678767,0.5692758202510726,0.6941247092127443
2003-06-30,-0.08604520569449864,0.1348391738984253,0.03612966530941966,0.1348391738984253,0.959575,1.159332581797535,1.2641278129281854,0.3125,0.7070483847883223,0.9902029361641839,0.378332352,0.43438753341722,0.4689494712779407,1.8023120102097823,2.6916586569020073,3.473651814820337,0.4434983673129103,0.5739736813122536,0.6417044680488971
2003-09-30,-0.07593658162871707,0.06313869781188702,0.0352894070720816,0.06313869781188702,1.06995,1.320316748445528,1.4085107455433565,0.255,0.6412239397980992,0.8423353654605225,0.45667393,0.525976001248887,0.5553593153662939,1.8246447548624434,2.7042839654790125,3.2333002691528456,0.3839886437672244,0.5598194944290089,0.623513433850444
2003-12-31,-0.16321770271487107,0.061287040082765976,0.0345520901174024,0.061287040082765976,1.1386,1.4086831704640366,1.6042090730186915,0.25,0.7071643962958936,0.9037065137925953,0.447038174,0.5210956843210615,0.5770847158259338,1.0567540926322465,2.177273954822502,2.67683449943836,0.3541582450862132,0.5377197474215154,0.6919545789823225
2004-03-31,-0.12346008681008713,0.09108945178552005,0.0338964045350503,0.09108945178552005,1.03375,1.2377225061847574,1.5513612068071687,0.25,0.6866985004880163,0.9447890985032835,0.549110177,0.6088063993690667,0.6990639748191818,1.0459762184996648,2.1262582577378,2.7858505113301852,0.3898271673141112,0.5221794647248594,0.7703529733430119
2004-06-30,-0.10373628167511846,0.07216432903115867,0.03330562917011791,0.07216432903115867,1.22085,1.3478114689116256,1.6718108224682147,0.2525,0.6465276106857112,0.9202644138350031,0.569787872,0.607288762190209,0.7082522268810354,0.5688767096745496,1.5495017671567983,2.2210815105507344,0.4478253622581747,0.5167709738692925,0.7738954720854998
2004-09-30,-0.08251527078556556,0.06386879577903111,0.03276663904613804,0.06386879577903111,1.091925,1.155010745899262,1.5322696877025674,0.3575,0.6929522753239721,0.9848107093159844,0.356958893,0.3749981049328354,0.4924318919633421,0.03937366706679557,0.8763468951060439,1.5607466164638328,0.4938970872875855,0.5134852173640664,0.8146419032148389
2004-12-31,-0.1638834599421926,0.04142883530299654,0.03226912850728397,0.04142883530299654,1.10175,1.149371237156983,1.4941025417387646,0.4875,0.852697104478398,1.124079760808449,0.541087331,0.5487920709231157,0.6627935430387917,0.550853463774685,1.5287488302484338,2.1097312653170026,0.5154873056853931,0.5151000385679975,0.7904944773343122
2005-03-31,-0.14319550687947033,0.11040818548713247,0.03180500279477594,0.11040818548713247,1.150775,1.1841008614777964,1.4534390662350603,0.6175,0.9701520249085415,1.26478319006174,0.708751583,0.711717102288363,0.8038818418585276,0.31930921350008856,1.3022771470266927,1.940177367917484,0.5130808699923112,0.5047461322822598,0.7080363057065308
2005-06-30,-0.18508767450310926,0.10864268505479568,0.03136790129870293,0.10864268505479568,1.001725,1.0230051272247376,1.1987923638832036,0.735,1.1049030599028784,1.3780308747565821,0.494130164,0.49201647701599516,0.5564998850403462,0.2890595623062114,1.3716613945913863,1.9460190050475021,0.5060697718842593,0.48554949942628184,0.6101967487185616
2005-09-30,-0.056005387912383096,0.15899171696683956,0.03095282384508067,0.15899171696683956,1.10365,1.1168465262783056,1.1558256349512774,0.865,1.1356187953312973,1.3950761832773153,0.388449311,0.3876845282182881,0.41041137233319214,0.43065247885206237,1.2313265492844452,1.7966558950648124,0.49341216853140907,0.48202959246319227,0.48651267503227674
2005-12-31,0.022712600048925176,0.14713648750169894,0.030555837664932004,0.14713648750169894,1.11055,1.1027202154052984,1.0141972141363005,0.995,1.1418143736416488,1.3421805974742549,0.666216913,0.66431874394214,0.6469631970488672,0.7470361853488476,1.1759258816633726,1.6106205077027516,0.4855886052272028,0.4702383541437705,0.37060235329605085
2006-03-31,-0.04064658399364858,0.16111440790487802,0.030173847575935858,0.16111440790487802,1.2293,1.202143864948315,1.057616090155384,1.1125,1.2404397191027394,1.4065703188196401,0.577820582,0.5694012372722774,0.5291942519702048,0.37958586055799076,0.7692130758940814,1.1602424674679315,0.4820841552495086,0.4469847207277732,0.30026883489903755
2006-06-30,0.10513725458234113,0.26484992270272306,0.029804415710155935,0.26484992270272306,1.292675,1.2641274384664452,1.1953371841016511,1.2275,1.2253205817020107,1.4886337606218851,0.793854222,0.7892612974949652,0.7588384083528872,0.8742869729506677,0.8580362137939868,1.6139131346021334,0.43875080961595325,0.4211177624335095,0.32504570864141963
2006-09-30,0.15352121078492637,0.2897394514455415,0.029445620088202756,0.2897394514455415,1.16915,1.1199248349265696,1.1428715301621435,1.3125,1.1980477901959325,1.560269924138351,0.536812016,0.5305766764965031,0.523112448965698,1.1418924206760996,0.7677174551063285,1.8785708033923387,0.438205842031558,0.41271873383993796,0.3881394820764878
2006-12-31,0.09371254626671655,0.3194499895658881,0.029095943658049073,0.3194499895658881,1.1861,1.1467491664592013,1.2181277670369126,1.31,1.1891011025207265,1.6405465520937907,0.430214943,0.4247731544313967,0.43206839881572184,1.3410972960071135,0.9422252935747207,2.369147573325992,0.4216128106211996,0.4002888224445793,0.41048318199212447
2007-03-31,0.23122618340326015,0.37502046149455137,0.028754187229537043,0.37502046149455137,1.1795,1.1131498324212574,1.2171724776584032,1.3125,1.0616134001253732,1.615420039284711,0.68639128,0.6800293858663816,0.6953489223890612,1.6198209741237668,0.7969904374129454,2.5800977887073877,0.4285624829878262,0.40257509738561553,0.43108688364131104
2007-06-30,0.18810434059731987,0.3694049269290857,0.028419401154618884,0.3694049269290857,1.267475,1.1786343057075943,1.2675567948619626,1.3125,1.0229072471055596,1.6194071211131928,0.416116926,0.4033912431711188,0.41567178691705703,1.841029116195591,0.8853888808014212,2.8386480596762342,0.45610870103494383,0.40913561799201464,0.423569013534398
2007-09-30,0.25816029281417285,0.5067998775435808,0.02809083171480453,0.5067998775435808,1.17825,1.0786785187385899,1.2254041461578031,1.2675,0.8970386642614152,1.6534689541041656,0.489869088,0.4760649972961977,0.4954578415250293,1.9738066055243562,0.7476721780724902,3.2449714954844078,0.4367256986756157,0.38967518090496645,0.43390392535489336
2007-12-31,0.2773970717240776,0.4673768758946366,0.02776787904824668,0.4673768758946366,1.071475,0.9580126402958802,1.0892712092562722,1.125,0.6938751074455103,1.4919883310388407,0.688265807,0.6720334309799723,0.6889816957056016,2.866186405752975,1.4318296743760661,4.101094265881995,0.45924949117074276,0.4041290993292451,0.43779083721590484
2008-03-31,0.26829129330689705,0.5482100230138088,0.0274500641316531,0.5482100230138088,0.9559,0.8427398818813463,0.8833785569307924,0.795,0.3456452693248877,1.2014467840628118,0.528876683,0.511767400152062,0.501836215193449,2.8410958756243945,1.3333693107601525,4.245732216321061,0.508316049160076,0.4516409350719916,0.3997772106672705
2008-06-30,0.2402005679377366,0.47366983078782043,0.027137002867586968,0.47366983078782043,1.0638,0.9419372150049845,0.9471929019259024,0.52,0.07631606215142961,0.8834834986859579,0.418812833,0.3989616128821276,0.3773325528952993,2.348492510819707,0.8470010906558487,3.665371778211513,0.47835668682427573,0.4119589586568108,0.3410520023479081
2008-09-30,0.239826782451654,0.4856800800825145,0.026828385747604933,0.4856800800825145,1.05985,0.9842984074365517,0.9598054504623732,0.485,0.055462335459992906,0.8376354652151602,0.509133013,0.5006573584773564,0.4688702141398625,2.3012777248970764,0.8265953936860959,3.6249422228932957,0.4357695229975297,0.40826143440283313,0.31396935392873704
2008-12-31,0.22859315746260273,0.4461010027801602,0.026523961891066983,0.4461010027801602,0.719775,0.6920743190833771,0.6589293169155448,0.1275,-0.2686101844988142,0.46157331386139894,-0.078422017,-0.07334260346784231,-0.1077006103281987,2.3443170483129436,0.9516919905575014,3.636369467394331,0.40907068854866335,0.41863932776144464,0.3253491267637839
2009-03-31,0.018609851358616467,0.09408199775661964,0.026223526517840254,0.09408199775661964,0.788675,0.8520700373017364,0.4430054005790306,0.045,-0.13267217804553938,0.13784913712653385,-0.001137003,0.02119222588746036,-0.091858236950951,1.927982334506141,1.208482387044487,2.5095018399960507,0.33048803990437076,0.38901780512146916,0.03283564128411315
2009-06-30,-0.03537173273328126,-0.17221536164264092,0.02592691111587083,-0.17221536164264092,1.0046,1.0601755614888404,0.5174841210399335,0.045,0.013547008998085877,-0.21264166082906294,0.390368395,0.41095094810887106,0.2626780046157452,1.4803392424369752,1.220920629288974,1.0005337008415918,0.337474226805419,0.37784627199531645,-0.043887057427392906
2009-09-30,-0.23236197645118767,-0.16825003768589827,0.025633975723661995,-0.16825003768589827,0.92875,1.052807290616853,0.5802925784877316,0.0375,0.25637456066019043,-0.18613319599405467,0.353870613,0.3832363362746142,0.24809370121700164,0.6140336005682111,1.1570810905297364,0.26791861348388857,0.3004985106530067,0.3721812175200732,0.01925678882466081
2009-12-31,-0.5767611833758404,-0.20764724897066042,0.02534460287253859,-0.20764724897066042,1.0456,1.4898800234591052,1.1473618821481857,0.03,0.7559162228452699,0.21510438049375377,0.62104314,0.7173916090037423,0.6202864936971184,-0.5001837959245843,1.6449645022318045,0.4214717066843988,0.05040737824241032,0.3438940496736994,0.10851273904940417
2010-03-31,-0.49494901269363967,-0.12887350115115734,0.025058692831517182,-0.12887350115115734,1.02965,1.4104698232301076,1.094511745147253,0.0325,0.9289302249416038,0.4133933647453404,0.341501706,0.43417684645574495,0.3487362112255185,-3.085448224527377,-0.3838425174974156,-1.5558575081684312,0.10949962831301435,0.34593603847268334,0.1229717573407123
2010-06-30,-0.4186018595615022,-0.06753939901875763,0.024776159874483117,-0.06753939901875763,0.81,1.1174436110904575,0.8335294936767921,0.0475,0.9512495626630046,0.5022335740113937,0.269019915,0.34356926533489723,0.2664940866121067,-4.7217848491225265,-1.966451876544923,-2.9547493554123343,0.19034667630402538,0.36935017241015883,0.1646597214914055
2010-09-30,-0.25491794018718705,-0.11344778864006036,0.024496929349685947,-0.11344778864006036,0.683475,0.8850097330728142,0.5065496861485048,0.0475,0.8095419090629652,0.3162538050223358,0.15371937,0.20222716212434907,0.10527110977829415,-5.438962502137155,-3.0953455044102585,-4.2354791111847945,0.2431946684817127,0.3481818278755191,0.0686728764487711
2010-12-31,-0.3055712735643844,-0.12908415797722547,0.024220935378917674,-0.12908415797722547,0.8862,1.0756354151952885,0.663208026485988,0.0475,0.7775981082617215,0.23678212743718352,0.315608419,0.3549907573910433,0.24640458014099625,-6.424222211806024,-4.14538441635521,-5.441477317778286,0.2663419496601816,0.3603499318163652,0.05442568561320571
2011-03-31,-0.26235573054885913,-0.012943820779749982,0.02394811905087807,-0.012943820779749982,0.924425,1.0875025039342638,0.6680329323419797,0.0375,0.7173719374534542,0.25009883147330736,0.43841753,0.47021391171153165,0.3526434695586049,-6.699056774912134,-4.544845717374145,-5.601487999329193,0.23084277580507334,0.30748916170904605,-0.019874005123815264
2011-06-30,-0.2167236270319,-0.02055624484538099,0.023678427002400415,-0.02055624484538099,0.85755,1.0975183935325337,0.7383159806706604,0.0225,0.680534001656843,0.26329365672706734,0.582680982,0.6325820851426889,0.5276346915789636,-6.053844750591459,-3.9535894119005555,-4.85116961625552,0.11052348088133934,0.2554205014393599,-0.023290395450149326
2011-09-30,-0.2014224013108545,0.0074089051266947314,0.023411810304077574,0.0074089051266947314,0.51515,0.7982807277426789,0.481493383524071,0.02,0.6641538261751404,0.30707976902141887,0.455841245,0.5214219368128135,0.42826937155249495,-6.1293216445098055,-4.0723764685722585,-4.783017454919992,0.0804383409763278,0.26653945788889755,0.01808520811793418
2011-12-31,-0.19048073579753522,-0.10419014643588151,0.023148223584803285,-0.10419014643588151,0.496075,0.7732595784163887,0.32105098945675775,0.0175,0.6349106485759362,0.15275612666684807,0.355775168,0.4245564811376084,0.30600199578715714,-6.631971600529693,-4.663552684126975,-5.7626144193101805,0.07719656153264431,0.2634661538974004,-0.08199205778179669
2012-03-31,-0.16637095367805202,-0.1940176285617707,0.022887624343821605,-0.1940176285617707,0.586475,0.8243695233157625,0.24839050759218428,0.025,0.6003256084849525,-0.06584991563769974,0.628779214,0.6891772006488602,0.5397275881923038,-6.604834717707968,-4.770041329793171,-6.435907345179813,0.1279545248328795,0.2842658687238612,-0.1493731765336993
2012-06-30,-0.1716161447951332,-0.2197223036057286,0.022629972409949795,-0.2197223036057286,0.426825,0.7135440292002213,0.06041870391901988,0.0375,0.6131541229623958,-0.1896903190018153,0.412688024,0.48375443589452155,0.3107811234403649,-6.737411400698991,-4.910293764469933,-6.9884043657693455,0.010228343425463693,0.207870337814356,-0.28390120335807345
2012-09-30,-0.1826315651191008,-0.30210962794813345,0.022375229516309214,-0.30210962794813345,0.419,0.7938149992062646,0.10604805412808233,0.035,0.6500881234176608,-0.30243593400629176,0.288516601,0.38326855647640456,0.20105552770504054,-6.7482444353224595,-4.819069233967709,-7.357676234479245,-0.11318430812087188,0.1568255392382683,-0.3507663593178202
2012-12-31,-0.14388715384027137,-0.3462165739965718,0.02212335896572576,-0.3462165739965718,0.453425,0.8344119723122942,0.05524668627536694,0.04,0.6355312187661297,-0.45809355655414336,0.441923297,0.54539045502445,0.34074203107026974,-6.377965570547708,-4.538679537994073,-7.506543791441703,-0.1658712535741137,0.11598039243585112,-0.45975201942404387
2013-03-31,-0.09662700584658342,-0.3355299336204446,0.021874325367289713,-0.3355299336204446,0.47975,0.8668021463971317,0.012336617972010355,0.035,0.5903707501544175,-0.5869945057922379,0.389884864,0.49823989049475437,0.2697900843271589,-5.963833911598371,-4.283430597130505,-7.490129670262726,-0.12112220409291685,0.17015248891426954,-0.46783251853650865
2013-06-30,-0.15428556032112253,-0.40534464513324386,0.021628094428780303,-0.40534464513324386,0.65975,1.0798843737227246,0.2556686660778209,0.03,0.6156888592651719,-0.6534316800244582,0.281054565,0.3979833629698401,0.175159480298822,-5.973373464065884,-4.230046938828528,-7.715202672551956,-0.18652138785772987,0.1284933879239793,-0.4736300023706028
2013-09-30,-0.1824818277678383,-0.3827770340619936,0.02138463279293712,-0.3827770340619936,0.695,1.1069515755103467,0.25820442082178524,0.0225,0.6481527519163477,-0.6540906689542079,0.392577614,0.5077615697782237,0.2786057223671236,-5.867946799503678,-4.0232733627489905,-7.600947475187325,-0.1552037751305817,0.14696947399354188,-0.4773454000503652
2013-12-31,-0.12253325264013341,-0.35055364501898434,0.021143907908155166,-0.35055364501898434,0.802425,1.2061742411020613,0.34103936629149045,0.0225,0.6197307840456937,-0.6750773176764584,0.430062742,0.544945071683828,0.30807777527442276,-5.532097575465926,-3.8013705179898682,-7.338434812155048,-0.1183586421475673,0.18178038946330333,-0.4606259615880127
2014-03-31,-0.11212562790914818,-0.28522288665587503,0.020905887926203764,-0.28522288665587503,0.715,1.1017966543067526,0.21336650329704854,0.0175,0.580808854098514,-0.6649351785813425,0.315819656,0.42813394941456756,0.18048440789982972,-5.989735425356584,-4.388590572009373,-7.743396237059343,-0.14349705069087815,0.14578402368252563,-0.5247210085673288
2014-06-30,-0.15103534138423755,-0.378347502738263,0.020670541621163913,-0.378347502738263,0.65865,1.0356238967706068,0.08949739079441099,0.0225,0.589815990812069,-0.7316558617705373,0.435246129,0.5446143178398373,0.28324846369884643,-5.87906130077693,-4.282902728854932,-7.847982382687717,-0.12175471072515243,0.1572571033925264,-0.5503372920513951
2014-09-30,-0.1742363844351852,-0.25776875693213563,0.02043783832502663,-0.25776875693213563,0.6538,1.0218641638947124,0.028092855966748043,0.0225,0.6135892058860929,-0.6571610831624483,0.374991952,0.4803833208461149,0.19877177301340143,-6.170902943147468,-4.51059096639559,-7.870589623901684,-0.11323553542115561,0.1531365067518876,-0.608717712584903
2014-12-31,-0.1871799113121324,-0.3250526951643573,0.020207747876376025,-0.3250526951643573,0.5608,0.9146435441451566,-0.09876866008013074,0.025,0.6300425660315292,-0.6807689157168109,0.270706605,0.371852200470008,0.08280443218371064,-6.547617724223808,-4.848683070812743,-8.292475864181748,-0.10857331837300943,0.14435323424900764,-0.6257231157075174
2015-03-31,-0.1989224655055369,-0.25809762994703955,0.019980240579349967,-0.25809762994703955,0.505,0.8482602926783848,-0.2141118010470997,0.0275,0.6451695355401412,-0.6453130830948695,0.167263208,0.2647000175511869,-0.04144491715811771,-6.224926878420406,-4.487179536848518,-7.814169553021922,-0.0781708775901323,0.1639499014987721,-0.6545724211792988
2015-06-30,-0.13155870833268393,-0.35462436796051744,0.019755287170675928,-0.35462436796051744,0.6139,0.9414490939184881,-0.19810924559994736,0.0325,0.5929776467230383,-0.7973542289960189,0.444327793,0.540212174622079,0.21449353497793727,-5.717893269376468,-4.1650298942589785,-7.753390988582281,-0.07822057187113796,0.15938968018927335,-0.710612595172014
2015-09-30,-0.12389593066760954,-0.2572392097115678,0.01953285879304975,-0.2572392097115678,0.53405,0.867820208422328,-0.26791897547305454,0.0325,0.5573103247952106,-0.7952133516004682,0.321911938,0.42038386579581555,0.08672961864497186,-5.629258311965852,-4.197724793624955,-7.609645564398333,-0.08356073627139698,0.1623461927704274,-0.7148634240794625
2015-12-31,-0.08329282848657238,-0.3507647564766232,0.019312926973505923,-0.3507647564766232,0.594375,0.9601932671325162,-0.15608868734035364,0.04,0.5257404359225712,-0.8815788041187651,0.248976445,0.357914825821178,0.029857058141399828,-4.916456290407407,-3.627097583362155,-7.169450476051257,-0.10104002316003613,0.17689809926825517,-0.6716029243523662
2016-03-31,-0.12715150014873636,-0.3714306127118816,0.019095463605709267,-0.3714306127118816,0.46455,0.8604983470333499,-0.3021176751282876,0.09,0.6013569229102043,-0.8629902547351042,0.417340194,0.534917788000623,0.19633218991627877,-5.004511290785783,-3.655621507792545,-7.33662308877708,-0.10170494469508451,0.19688825865364556,-0.686664681920796
2016-06-30,-0.13634830758775898,-0.30133496498206414,0.018880440935333087,-0.30133496498206414,0.3836,0.7841246643793491,-0.3922790669348077,0.0925,0.6225664554715524,-0.8159645684423396,0.546973627,0.6675371658978899,0.3201512725971023,-5.117050184032107,-3.7289180552317878,-7.282758867511828,-0.08701515796937631,0.21395088270658424,-0.6886609122465541
2016-09-30,-0.13434262438064534,-0.27972071228386364,0.0186678315478703,-0.27972071228386364,0.412375,0.8666584097753027,-0.2435526146797164,0.0975,0.6518201552660442,-0.7341737096409394,0.43361107,0.5685861304650333,0.23397632426084247,-4.837358697038692,-3.3992680129640123,-6.7517464976921095,-0.13968662700902545,0.20592432053578713,-0.6444453018019937
2016-12-31,-0.17554101920081724,-0.2898637720366325,0.018457608358357663,-0.2898637720366325,0.63665,1.101676912667499,0.004814636761456548,0.1125,0.718679421290046,-0.6452050000742504,0.343924514,0.48282303739627114,0.15327830939394893,-4.545709082535582,-2.9664978777736732,-6.219377638484346,-0.13953626582962952,0.20817990619909443,-0.6308438853095027
2017-03-31,-0.11403731823873602,-0.23667772053487987,0.01824974460261318,-0.23667772053487987,0.617425,1.1223586418641047,0.10706446896446975,0.175,0.7653528265838738,-0.5131775164934007,0.462429734,0.6149351536061758,0.303271090258554,-4.225270097212444,-2.7276800183718084,-5.6910078220986335,-0.1725248739112355,0.2157122053579711,-0.5626590813371036
2017-06-30,-0.13865913746593395,-0.23047686149647004,0.018044213829666145,-0.23047686149647004,0.588925,1.0437384085516705,0.06318196289761535,0.2375,0.8250862733628088,-0.3941321078349493,0.334154815,0.47636578784122263,0.17525961149928937,-4.203255905703069,-2.7352453580374725,-5.496442008785183,-0.12875049753713275,0.21402673016443285,-0.5376880031437193
2017-09-30,-0.08916530176548541,-0.22231303791096121,0.017840989895133344,-0.22231303791096121,0.59095,1.0156069218348511,0.0024918224757285445,0.2875,0.8203445289132986,-0.3715908820536459,0.302084813,0.4373250108551285,0.1284959301970462,-4.097335022922076,-2.8199450776800132,-5.473644682313144,-0.10352893745249325,0.22053792759755453,-0.5607286125919003
2017-12-31,-0.11680814761475386,-0.2220875830475809,0.01764004695534227,-0.2220875830475809,0.608,0.97924844751894,-0.01961275805659901,0.3,0.8092617091941539,-0.3617433988706203,0.443468545,0.5638072757163278,0.2557082832690409,-4.116446827990953,-2.9201947849860286,-5.487539827514524,-0.04994718298431583,0.2273873494326331,-0.5424034062247931
2018-03-31,-0.05942824113028966,-0.22899695136864304,0.017441359462051303,-0.22899695136864304,0.685475,1.0101841967924905,0.05682434900766564,0.3625,0.7975461628206602,-0.3522019069262476,0.63436895,0.7426930619677158,0.4452941314122594,-3.9300019850696937,-2.970965032732588,-5.45936451196067,-0.013754768068694634,0.23187556140606555,-0.4989045502017234
2018-06-30,-0.06364336803603965,-0.20903127658693352,0.0172449021576441,-0.20903127658693352,0.716275,1.0312327623808484,0.0757124163764763,0.435,0.8329958656747742,-0.2883187740600159,0.535084717,0.6391469070609843,0.34163526220859003,-3.391770023570804,-2.5521496975508677,-4.937810355464442,-0.006277883545971641,0.23234419105621715,-0.5031996707552723
2018-09-30,-0.07032131147969228,-0.1474291623892275,0.01705065007070289,-0.1474291623892275,0.761575,1.0560598318001853,0.14916495492362736,0.4825,0.8610836062005565,-0.17788294950233813,0.318898159,0.41705597462458094,0.1283661433554802,-3.491433467312789,-2.712446011580233,-4.82653647720529,0.03370615014107892,0.25483257294428296,-0.44811798871367803
