Date,ConvenienceYield_Baseline_APR,ConvenienceYield_EADynamicsTarget_APR,ConvenienceYield_USExcludingMatchedPrivilege_APR,ConvenienceYield_Counterfactual_APR,LongRate_Baseline_APR,LongRate_USExcludingMatchedPrivilege_APR,LongRate_Counterfactual_APR,PolicyRate_Baseline_APR,PolicyRate_USExcludingMatchedPrivilege_APR,PolicyRate_Counterfactual_APR,CorePCEInflation_Baseline_YY,CorePCEInflation_USExcludingMatchedPrivilege_YY,CorePCEInflation_Counterfactual_YY,OutputGap_Baseline,OutputGap_USExcludingMatchedPrivilege,OutputGap_Counterfactual,Forward5YearRealNaturalRate_Baseline_APR,Forward5YearRealNaturalRate_USExcludingMatchedPrivilege_APR,Forward5YearRealNaturalRate_Counterfactual_APR
2003-09-30,-0.30374632651486827,0.008535032358488182,0.16296037091587773,0.008535032358488182,4.2798,5.369984941284445,4.803656151866228,1.02,2.669848631710682,2.3539703697842826,1.498303419,1.791095042297689,1.7265259371007573,1.8246447548624434,2.7571692010995994,2.6040627326037415,1.5359545750688977,2.3056694155647235,1.8628438701900971
2003-12-31,-0.6528708108594843,0.00112840144200399,0.1600516938890445,0.00112840144200399,4.5544,5.722620213415234,5.578725996145065,1.0,2.9333586686075614,2.5927228429499927,1.590096877,1.873788066951081,1.7779519882316053,1.0567540926322465,2.230083786483665,2.0505722404357116,1.4166329803448527,2.21659151282757,2.1308607107184927
2004-03-31,-0.49384034724034853,0.1203380482530203,0.15741201602789845,0.1203380482530203,4.135,5.037935651089743,5.360552491669752,1.0,2.851051298232823,2.751158235316591,1.831154633,2.117710754534716,2.0518924956318307,1.0459762184996648,2.1788546781207336,2.1628202412288813,1.5593086692564448,2.153756893205573,2.439476907159384
2004-06-30,-0.41494512670047384,0.04463755723557483,0.15498728252674282,0.04463755723557483,4.8834,5.477443074843449,5.836385774175815,1.01,2.689773209484942,2.6478784383944465,2.022610153,2.2904242511758155,2.287912843968735,0.5688767096745496,1.601774952466604,1.6014493317667076,1.7913014490326988,2.1314551541542,2.449337372709273
2004-09-30,-0.33006108314226223,0.011455424227064581,0.15273507961435673,0.011455424227064581,4.3677,4.705389166250273,5.27296495140753,1.43,2.8747602655607336,2.901490040230705,1.922895116,2.1392577942559536,2.221989918351672,0.03937366706679557,0.9282103001740468,0.9446041456084199,1.975588349150342,2.1176502761611875,2.6085923002388256
2004-12-31,-0.6555338397687704,-0.07830441767707375,0.1506221085143441,-0.07830441767707375,4.407,4.681980613158893,5.115655539382325,1.95,3.5129383127176013,3.4545088025241055,2.016944273,2.1667651830701606,2.3049573728467543,0.550853463774685,1.5801351052313763,1.4971095944149777,2.0619492227415726,2.123453782927876,2.5087731383783805
2005-03-31,-0.5727820275178813,0.19761298305946995,0.14862221171051127,0.19761298305946995,4.6031,4.820051490723577,4.9488954781767625,2.47,3.981889296605741,4.013703201506468,2.176585679,2.2694867314268854,2.4072595340116054,0.31930921350008856,1.3531347386298331,1.3310590610255526,2.0523234799692447,2.0813885568448525,2.1761451776864402
2005-06-30,-0.740350698012437,0.19055098133012283,0.1467148291214172,0.19055098133012283,4.0069,4.1748256740244125,3.9266673861792727,2.94,4.519975289221046,4.463446438081635,2.100927971,2.1540253267566922,2.25319243538846,0.2890595623062114,1.4219517170878266,1.3403483325053618,2.024279087537037,2.0039586679787846,1.7823676272902023
2005-09-30,-0.22402155164953239,0.3919471089782983,0.14488378956553702,0.3919471089782983,4.4146,4.549354520608807,3.7515638013078023,3.46,4.64188510438058,4.528695874766428,2.1324183889999997,2.1665227878705404,2.1690366309247526,0.43065247885206237,1.2810216298581283,1.194347503007096,1.9736486741256363,1.9892419638432117,1.2855374909002464
2005-12-31,0.0908504001957007,0.34452619111773586,0.1431163641145747,0.34452619111773586,4.4422,4.492019683905605,3.182166042871365,3.98,4.665690895699139,4.314450161460259,2.257547971,2.2818607247160387,2.151231792012825,0.7470361853488476,1.2250064008551664,1.0115667100682475,1.9423544209088113,1.9414462307055569,0.8200841155906766
2006-03-31,-0.16258633597459432,0.4004378727304522,0.1414025242359393,0.4004378727304522,4.9172,4.8888925803432075,3.3532651667029216,4.45,5.059201572707233,4.5695744328541945,2.1266169699999997,2.1393563779667373,1.8747142309328084,0.37958586055799076,0.8176667374791533,0.5643193341281159,1.9283366209980344,1.8478072114397632,0.5371818327096836
2006-06-30,0.42054901832936453,0.8153799319218323,0.13973436021442892,0.8153799319218323,5.1707,5.136013567367386,3.901842100560966,4.91,4.997727403257979,4.895589184272286,2.426341028,2.4364129703930395,2.0753531081928824,0.8742869729506677,0.9058563896329567,1.020985534110248,1.755003238463813,1.7437211712215397,0.6349322002568654
2006-09-30,0.6140848431397055,0.9149380468931059,0.1381056251005771,0.9149380468931059,4.6766,4.558398560967119,3.689907517802104,5.25,4.887637379456901,5.180062810281562,2.5747037329999998,2.579117123346352,2.186472450179763,1.1418924206760996,0.8149020597597789,1.288496543345309,1.752823368126232,1.709513102193625,0.8861328524659244
2006-12-31,0.3748501850668662,1.0337801993744926,0.13651137701804644,1.0337801993744926,4.7444,4.664900186593775,3.9890670674190436,5.24,4.850854912482383,5.499243371238474,2.338701763,2.3393837373591575,1.970102947333902,1.3410972960071135,0.9887758510843768,1.7817807661402876,1.6864512424847984,1.6591877200950407,0.9744913142808959
2007-03-31,0.9249047336130406,1.2560620870891457,0.13494769857191813,1.2560620870891457,4.718,4.52971610795914,3.9835620968915055,5.25,4.339914852861536,5.396937496706217,2.447272461,2.4498242472953975,2.1348803789139836,1.6198209741237668,0.8429113089229073,1.9952915561629705,1.7142499319513047,1.6677332610296811,1.0560266081672378
2007-06-30,0.7524173623892795,1.2335999488272829,0.1334114767118446,1.2335999488272829,5.0699,4.790876198737625,4.183575525874147,5.25,4.184109928216639,5.41119649902433,2.069535165,2.0637666684632014,1.7904255527281991,1.841029116195591,0.9306866268628583,2.2562566761194445,1.8244348041397753,1.69338191714095,1.025194022690198
2007-09-30,1.0326411712566914,1.7831797512852634,0.13190023000838558,1.7831797512852634,4.713,4.390284107927062,4.013582352088786,5.07,3.679666005990227,5.545852143262649,2.022592237,2.009067536043014,1.7615643175763223,1.9738066055243562,0.7923550337470424,2.664852057217233,1.746902794702463,1.6149528262529835,1.0658750324105042
2007-12-31,1.1095882868963105,1.6254877446894866,0.1304119731205179,1.6254877446894866,4.2859,3.9068603844262704,3.4677930660689595,4.5,2.8660541444192993,4.898425034485421,2.280643101,2.256140391166831,2.01734594639602,2.866186405752975,1.4759071187920707,3.5231079630365496,1.836997964682971,1.672187189781492,1.08085271430696
2008-03-31,1.0731651732275882,1.9488203331661755,0.1289451104398509,1.9488203331661755,3.8236,3.4450177162542506,2.6430758803147754,3.18,1.4721899130664893,3.7348326267031484,2.1231285040000003,2.087690981523591,1.822770637786328,2.8410958756243945,1.3768517157158149,3.6697452734096823,2.033264196640304,1.8616592015980387,0.9283049756501751
2008-06-30,0.9608022717509463,1.650659564262222,0.12749835262635334,1.650659564262222,4.2552,3.841063810637559,2.8972854079827215,2.08,0.39394141728554155,2.461624536769733,2.125824411,2.083073896923062,1.7834326021267937,2.348492510819707,0.8898994353133716,3.091256120506736,1.913426747297103,1.7023618890415662,0.6929773110353679
2008-09-30,0.959307129806616,1.6987005614409982,0.1260706511056523,1.6987005614409982,4.2394,4.0097735476093055,2.9467758185807034,1.94,0.30960824563099365,2.2769428616713863,2.145088336,2.1074787526948047,1.7559052482837467,2.3012777248970764,0.8689210344484388,3.05257591776354,1.7430780919901188,1.6870082536689281,0.5842773460370907
2008-12-31,0.9143726298504109,1.540384252231581,0.12466114666050276,1.540384252231581,2.8791,2.8401501701897605,1.7423902750987272,0.51,-0.9875867097788065,0.7714652771619879,1.378400512,1.3619151485440084,0.9583380372047242,2.3443170483129436,0.9934564769358585,3.0656369826253735,1.6362827541946534,1.7279621009412631,0.6294767887012398
2009-03-31,0.07443940543446587,0.1323082321374187,0.12326912908217237,0.1323082321374187,3.1547,3.479413830728934,0.8778842511154425,0.18,-0.4447263354361583,-0.5246038741506112,0.848386826,0.8711523346607213,0.36380965757517036,1.927982334506141,1.249697315767245,1.9402941548863935,1.321952159617483,1.6089240397097648,-0.540853774859362
2009-06-30,-0.14148693093312503,-0.9328812054596236,0.1218940055010384,-0.9328812054596236,4.0184,4.3111243330918025,1.1750523095523766,0.18,0.13927170909920533,-1.9276863521111085,0.819942388,0.8829539621264192,0.2483686734858472,1.4803392424369752,1.2615975301184543,0.4327483003935777,1.349896907221676,1.5636916351669299,-0.8479839583758928
2009-09-30,-0.9294479058047507,-0.917019909632653,0.1205352755282858,-0.917019909632653,3.715,4.280947085575494,1.4255966045255262,0.15,1.109715805792505,-1.8227214833580299,0.664679988,0.7653451728378079,0.026850044184789562,0.6140336005682111,1.1972313382794502,-0.29854060875490285,1.2019940426120268,1.5404907870117703,-0.5956157429376268
2009-12-31,-2.3070447335033615,-1.0746087547717016,0.11919251174283518,-1.0746087547717016,4.1824,6.028541103761762,3.6932360757407583,0.12,3.107028532725383,-0.2187923331994336,1.364145145,1.5558915742846295,0.7541364548000083,-0.5001837959245843,1.6845992503451783,-0.14375120234686922,0.20162951296964127,1.4268070704395082,-0.2387712312198842
2010-03-31,-1.9797960507745587,-0.7595137634936893,0.11786534437314122,-0.7595137634936893,4.1186,5.710210470359449,3.4812447257881263,0.13,3.798242371461071,0.5733881334503997,1.7067838540000002,1.9686883612832398,1.1940689794730528,-3.085448224527377,-0.34471238571038576,-2.1199279467416625,0.4379985132520574,1.4344455090289179,-0.18109032130062075
2010-06-30,-1.6744074382460088,-0.5141773549640904,0.11655344927115086,-0.5141773549640904,3.24,4.53742270998065,2.4367675693532056,0.19,3.886688854765484,0.9278172750579232,1.585435374,1.9011188491842588,1.1972594704789032,-4.7217848491225265,-1.9278157822928748,-3.5177454005813975,0.7613867052161015,1.527578000569405,-0.014472750870943907
2010-09-30,-1.0196717607487482,-0.6978109134493014,0.1152565384699682,-0.6978109134493014,2.7339,3.607011057190361,1.1283390349661504,0.19,3.319038223249832,0.18300854925699467,1.3852841310000001,1.7199218815002442,1.0538453750333565,-5.438962502137155,-3.0571931961780674,-4.797473356124339,0.9727786739268508,1.4423859947967297,-0.3985363514916255
2010-12-31,-1.2222850942575376,-0.7603563907979618,0.11397435276927803,-0.7603563907979618,3.5448,4.368844276989664,1.7544985540614326,0.19,3.1904534097796446,-0.1357273584726854,1.07984941,1.3573333078044396,0.6794039703126702,-6.424222211806024,-4.107705983335252,-6.00253716902349,1.0653677986407264,1.4905451440844817,-0.4556257023125163
2011-03-31,-1.0494229221954365,-0.2957950420080597,0.11270665591219475,-0.2957950420080597,3.6977,4.415649626498017,1.7733567789287057,0.15,2.948749094491382,-0.08327077913550376,1.1767652339999999,1.3931827615659769,0.6827818299074074,-6.699056774912134,-4.507631595491163,-6.161675981525725,0.9233711032202934,1.278594103359255,-0.7529115249030005
2011-06-30,-0.8668945081276,-0.32624473827058376,0.11145323001113772,-0.32624473827058376,3.4302,4.45505656380137,2.054077317929899,0.09,2.800607288748595,-0.03126417138877388,1.4904263009999998,1.6820081224736865,0.9434213465897411,-6.053844750591459,-3.9168303840266585,-5.410543678134351,0.44209392352535737,1.0698167536481256,-0.7666524396516587
2011-09-30,-0.805689605243418,-0.2143841383822811,0.11021387195397736,-0.2143841383822811,2.0606,3.2574555544169423,1.02640259830762,0.08,2.734305708302509,0.1431437662040395,1.792548176,2.0010156351479407,1.2659451737377414,-6.1293216445098055,-4.036063660254382,-5.34163127158205,0.3217533639053112,1.1137950684421543,-0.6012152489401652
2011-12-31,-0.7619229431901409,-0.660780344632586,0.10898839057957632,-0.660780344632586,1.9843,3.156726785058538,0.38427383713654084,0.07,2.6165609432310872,-0.47485245396254677,1.8327149249999999,2.0703943398007003,1.3250932652368648,-6.631971600529693,-4.62767755591707,-6.320517687053191,0.30878624613057726,1.1010094855588268,-1.0015807702502817
2012-03-31,-0.6654838147122081,-1.0200902731361428,0.10777660445718473,-1.0200902731361428,2.3459,3.3605284742392656,0.09329590779049823,0.1,2.4774572181108905,-1.3499447027765221,2.023076609,2.289170899839522,1.5117517305255932,-6.604834717707968,-4.734595667075315,-6.9931460660539715,0.511818099331518,1.1837210689954578,-1.2711541174566034
2012-06-30,-0.6864645791805328,-1.1229089733119744,0.10657834013981082,-1.1229089733119744,1.7073,2.916594403951936,-0.6589059005204394,0.15,2.528015893724992,-1.8459420896474428,1.8530836510000002,2.140156859944245,1.2944948347823182,-6.737411400698991,-4.875269665513086,-7.545021119837155,0.04091337370185477,0.8776567080063953,-1.809308532820177
2012-09-30,-0.7305262604764032,-1.4524582706815936,0.1053934307895924,-1.4524582706815936,1.676,3.2370521085160657,-0.47668329351231997,0.14,2.6750044143189,-2.2975292609958973,1.6857590070000001,2.0018174756343963,1.066898730780981,-6.7482444353224595,-4.784459096793728,-7.913710438401301,-0.4527372324834875,0.6730002628513376,-2.076805784422084
2012-12-31,-0.5755486153610855,-1.628886054875347,0.10422171509519462,-1.628886054875347,1.8137,3.3988196717755876,-0.6801652202690998,0.16,2.6160369593741857,-2.920734625526487,1.7719071359999998,2.1224658806387513,1.1012763948900268,-6.377965570547708,-4.504476046533841,-8.062031942535125,-0.6634850142964548,0.5091473597871081,-2.512780137109989
2013-03-31,-0.38650802338633367,-1.5861394933708381,0.10306303641839892,-1.5861394933708381,1.919,3.5277658186932013,-0.8520649410046075,0.14,2.4346626613312834,-3.4368846663373747,1.533012786,1.9313434847770077,0.8309953039841471,-5.963833911598371,-4.249626707043421,-8.04510557560116,-0.4844888163716674,0.7253683138518543,-2.5451295921294803
2013-06-30,-0.6171422412844901,-1.8653983394220353,0.10191724212064046,-1.8653983394220353,2.639,4.37948589667143,0.12101959738404844,0.12,2.535209877407815,-3.7031521639732405,1.401379327,1.8453878567826962,0.6950478211701911,-5.973373464065884,-4.196635863279336,-8.269697663010792,-0.7460855514309195,0.5582693115694501,-2.568343305022756
2013-09-30,-0.7299273110713532,-1.7751278951370342,0.10078418303078984,-1.7751278951370342,2.78,4.487151533283307,0.1309336453442449,0.09,2.6643472424538324,-3.70628064411122,1.50544034,1.9696968922468474,0.772288949861452,-5.867946799503678,-3.990248558368472,-8.154990604599444,-0.6208151005223268,0.631715841086741,-2.5832254878435505
2013-12-31,-0.49013301056053366,-1.6462343389649972,0.09966371302383675,-1.6462343389649972,3.2097,4.883444632383269,0.4620581217717996,0.09,2.549948011271773,-3.790694631827182,1.493579785,1.969068153813219,0.7393314867280416,-5.532097575465926,-3.7687256711903463,-7.892053041942766,-0.4734345685902692,0.7705064223055651,-2.5163655694616316
2014-03-31,-0.4485025116365927,-1.38491130551256,0.09855568868664566,-1.38491130551256,2.86,4.465342278997431,-0.04883590401808702,0.07,2.3935556265241344,-3.750569457297408,1.419514577,1.8987795246378485,0.6497476010456984,-5.989735425356584,-4.356319585780388,-8.296614606857453,-0.5739882027635126,0.626072563668046,-2.7727612072839927
2014-06-30,-0.6041413655369502,-1.7574097698421118,0.0974599690520902,-1.7574097698421118,2.6346,4.200064752353412,-0.5445030549098151,0.09,2.428886068241563,-4.017872655498313,1.5737061410000002,2.045228501256846,0.7575725635245292,-5.87906130077693,-4.250999710127183,-8.400824167580083,-0.4870188429006097,0.6715211236855199,-2.8752397266630147
2014-09-30,-0.6969455377407408,-1.2750947866176023,0.09637641538688957,-1.2750947866176023,2.6152,4.144444789140037,-0.7903008129684026,0.09,2.523287262918601,-3.7202921567250518,1.556120479,2.0176690252384892,0.677488019240784,-6.170902943147468,-4.479050214031384,-8.423076478966609,-0.45294214168462243,0.6545995670354341,-3.1087730076355835
2014-12-31,-0.7487196452485296,-1.544230539546489,0.09530489102163164,-1.544230539546489,2.2432,3.7149867003773576,-1.2979161430999495,0.1,2.5884153701873807,-3.8151012897353356,1.396764342,1.8443957178044927,0.45197678916021217,-6.547617724223808,-4.81749906425699,-8.844627957086509,-0.4342932734920377,0.6190318482073855,-3.1768046728000625
2015-03-31,-0.7956898620221476,-1.276410278677218,0.09424526121394072,-1.276410278677218,2.02,3.4488834655864014,-1.759448293666901,0.11,2.6482441516549433,-3.673635954840135,1.248207894,1.6807821785985344,0.2298216084278869,-6.224926878420406,-4.456346925455425,-8.366005685429464,-0.3126835103605292,0.6969883826854737,-3.292210609257251
2015-06-30,-0.5262348333307357,-1.6625172307311296,0.09319739303770003,-1.6625172307311296,2.4556,3.821073782803314,-1.6955886021764557,0.13,2.4388036513065687,-4.282139699940553,1.257289558,1.6762012931873778,0.16085221750610623,-5.717893269376468,-4.134543487294629,-8.304928707138021,-0.3128822874845518,0.6783218107307213,-3.516378861736215
2015-09-30,-0.49558372267043815,-1.272976597735331,0.0921611552927476,-1.272976597735331,2.1362,3.5259986557792415,-1.9749695721949494,0.13,2.295467493789287,-4.273897457247985,1.204209544,1.6160239955923354,0.048606392905796936,-5.629258311965852,-4.167579550934728,-8.160901262056104,-0.33424294508558794,0.6897265761310007,-3.533388731608955
2015-12-31,-0.3331713139462895,-1.6470787847955526,0.09113641843069642,-1.6470787847955526,2.3775,3.894936570763606,-1.527782524848972,0.16,2.1685270754443344,-4.619663544697012,1.182479384,1.6019097107584137,-0.004534426833262384,-4.916456290407407,-3.5972886066832466,-7.720439484478043,-0.4041600926401445,0.7475172734535642,-3.360352419495127
2016-03-31,-0.5086060005949454,-1.7297422097365862,0.09012305449342972,-1.7297422097365862,1.8582,3.4956077989286958,-2.112025131674694,0.36,2.470338106003371,-4.54559750519476,1.43255637,1.87195153430225,0.23305892361081915,-5.004511290785783,-3.6261440326858745,-7.887359762548829,-0.40681977878033804,0.8270652935154714,-3.4206043857771924
2016-06-30,-0.5453932303510359,-1.4493596188173163,0.0891209370615843,-1.4493596188173163,1.5344,3.1895691691116212,-2.4727903655248493,0.37,2.5545272087056023,-4.357767633687423,1.535202204,1.999101571089766,0.33854208820362675,-5.117050184032107,-3.699767443603093,-7.833256660779844,-0.34806063187750524,0.8949074388358642,-3.428593593254889
2016-09-30,-0.5373704975225814,-1.3629026080245144,0.08812994121091589,-1.3629026080245144,1.6495,3.519165407986847,-1.8779976620800454,0.39,2.6708988195824976,-4.030862587516648,1.646901336,2.147129901062975,0.4856229271156045,-4.837358697038692,-3.37043974614136,-7.302018033962803,-0.5587465080361018,0.8623970617098482,-3.251734875176155
2016-12-31,-0.702164076803269,-1.4034748470355898,0.08714994347487182,-1.4034748470355898,2.5466,4.4587057979056315,-0.8846355990120083,0.45,2.937698488245266,-3.6752324183356997,1.741849405,2.271865223374169,0.6088865671834649,-4.545709082535582,-2.937987550107009,-6.769434774116247,-0.5581450633185181,0.8710194546854453,-3.197332446025815
2017-03-31,-0.45614927295494406,-1.1907306410285794,0.08618082181208436,-1.1907306410285794,2.4697,4.540904178871944,-0.47573742073440606,0.7,3.1237604640210233,-3.14735416313708,1.7869389449999997,2.3517107690873393,0.7156756859450973,-4.225270097212444,-2.699483331319642,-6.240861704080384,-0.690099495644942,0.9007528371769691,-2.9245960454921573
2017-06-30,-0.5546365498637358,-1.16592720487494,0.08522245557774943,-1.16592720487494,2.3557,4.225899760520647,-0.6513631487964551,0.95,3.3620683158638354,-2.6713919135014406,1.574120133,2.160368662789329,0.5706416703573749,-4.203255905703069,-2.7073581147059986,-6.046103127318099,-0.515001990148531,0.8936192150081463,-2.8247141832188443
2017-09-30,-0.35666120706194165,-1.1332719105329048,0.08427472549809994,-1.1332719105329048,2.3638,4.112855344204311,-0.894214289629812,1.15,3.34248107539965,-2.5814347636145,1.4425938759999999,2.0289379272539385,0.4650259683927555,-4.097335022922076,-2.79236317778072,-6.023122918682157,-0.414115749809973,0.9192763337535799,-2.91687875564203
2017-12-31,-0.46723259045901544,-1.1323700910793835,0.08333751364732722,-1.1323700910793835,2.432,3.966907958065189,-0.9827183668042796,1.2,3.297535170858488,-2.5422415820709388,1.5421379069999999,2.109753681063321,0.5673273211650325,-4.116446827990953,-2.8929142201790525,-6.036844497692716,-0.19978873193726332,0.9462903586108706,-2.8435797913247134
2018-03-31,-0.23771296452115864,-1.160007564363632,0.08241070342647272,-1.160007564363632,2.7419,4.090142411719762,-0.677051150129711,1.45,3.2500639625998007,-2.504261961401057,1.714077123,2.2373442539136854,0.7092280877150848,-3.9300019850696937,-2.943981882324555,-6.00850440635554,-0.055019072274778535,0.9638635110556326,-2.6695859915872964
2018-06-30,-0.2545734721441586,-1.080144865236794,0.08149417954388921,-1.080144865236794,2.8651,4.173833040837549,-0.6015758109948446,1.74,3.3912593211980013,-2.248905940189352,1.915007025,2.399959202745797,0.8754874883719623,-3.391770023570804,-2.52546012451763,-5.486793775178661,-0.025111534183886564,0.965362260200512,-2.686767893104502
2018-09-30,-0.28128524591876913,-0.83373640844597,0.08058782799696618,-0.83373640844597,3.0463,4.272642560131172,-0.30783855107454716,1.93,3.503012368319382,-1.8073298529063504,1.9318203710000001,2.3795251759694143,0.8752471713626436,-3.491433467312789,-2.686046258886773,-5.375371267151436,0.13482460056431567,1.0549439036742112,-2.4664424066600747
