Date,PolicyRate,Inflation,Output,Forward5YearRealNaturalRate
2008-12-31,1.0285587660088262,0.618798720592535,2.373933795832973,0.28148005174884516
2009-03-31,0.7298148677616743,0.592697925181847,0.5945190231749395,0.10315723539447577
2009-06-30,0.47796017157094556,0.5675241258329663,-0.9211689935866073,-0.007078463690095987
2009-09-30,0.3237448308304486,0.5517372280992998,-1.865515008601215,-0.056998540018078414
2009-12-31,0.2127769322716841,0.5414599230156026,-2.5586177046705307,-0.10591320789028869
2010-03-31,0.1755819332341636,0.5352056387602012,-2.814077800175478,-0.11849218444031406
2010-06-30,0.2008631197228422,0.5362838074376485,-2.695472081312481,-0.09451862758879614
2010-09-30,0.18064745243774905,0.5332651631870277,-2.8464241346791774,-0.11875228160072315
2010-12-31,0.12693784215724468,0.5280709480363237,-3.1979367417838582,-0.15366474827014842
2011-03-31,0.15851489406481067,0.5292621940600913,-3.039638516074042,-0.12247885034424971
2011-06-30,0.20355374527393721,0.5355964546303014,-2.797884634194224,-0.07872640896384991
2011-09-30,0.23530267495202595,0.5399437448215177,-2.6322254235133062,-0.06681899040309064
2011-12-31,0.204339817244779,0.53688139763105,-2.8395065033824016,-0.10453643452821176
2012-03-31,0.15377076612535245,0.5318229465692602,-3.1650504740831824,-0.1302068451758509
2012-06-30,0.07389514917335471,0.5225500206884925,-3.6677941992789758,-0.18412575710563073
2012-09-30,0.015049141364801955,0.5151990705551335,-4.047624432610509,-0.21716068158572155
2012-12-31,-0.0641736015382377,0.5054158726440913,-4.551278299467408,-0.267880382230752
2013-03-31,-0.16294966974135816,0.49343773252121326,-5.174840482541226,-0.3238075186080499
2013-06-30,-0.15457552573022504,0.49276666757369736,-5.160105417859346,-0.29419361645815917
2013-09-30,-0.15078757705457013,0.4932852501010003,-5.1708283984318735,-0.2830862889480178
2013-12-31,-0.11398675464464758,0.49749858081994724,-4.98211600731809,-0.244465760879441
2014-03-31,-0.06904252496471219,0.5004220496019207,-4.740792482487059,-0.2259958225391005
2014-06-30,-0.07679056289669006,0.49822084220474844,-4.811173163811418,-0.24540232089038982
2014-09-30,-0.09356453212795912,0.4934165889914539,-4.934370983701765,-0.26805367693139126
2014-12-31,-0.13793323266564528,0.4880890496171135,-5.222684286986099,-0.29896827467074283
2015-03-31,-0.14835094913136904,0.48322316295701306,-5.308247620421949,-0.3128129943311284
2015-06-30,-0.18510295582468983,0.47586449480923254,-5.550425599641494,-0.3514827815003282
2015-09-30,-0.15318412454278807,0.4774209811598443,-5.381826920405486,-0.3140392430712353
2015-12-31,-0.15164978086820935,0.4800825834488517,-5.393020294708007,-0.30291276765973096
2016-03-31,-0.18321676470116555,0.47809136995764867,-5.601822249573055,-0.3238909805702176
2016-06-30,-0.18019244766048048,0.4765902788069279,-5.60385509074663,-0.3256010062626534
2016-09-30,-0.16847696292949954,0.47735716881798845,-5.552650783137499,-0.32021316101363295
2016-12-31,-0.1891611553444934,0.47472402407681275,-5.693987196576042,-0.3428480134340314
2017-03-31,-0.12945149384908916,0.48076431683509363,-5.353942579917559,-0.28896889634115513
2017-06-30,-0.06801038775566715,0.4878554790665999,-4.999566809616171,-0.2528590713630463
2017-09-30,-0.058716125159749444,0.48903164576718533,-4.953675583852716,-0.26252672631426693
2017-12-31,-0.05514879290161934,0.4907337695023794,-4.941418693943393,-0.2553446501328314
2018-03-31,-0.06583063901938169,0.49222609268389017,-5.014468109777831,-0.2578074860167267
2018-06-30,-0.032227715080795805,0.4963452674489075,-4.822481029518625,-0.2312550198288072
2018-09-30,-0.0036750427791774065,0.5003377617582856,-4.65868404596031,-0.21457500361181714
2018-12-31,0.016645457180919587,0.5028691340175087,-4.542391820552607,-0.20761096106568283
2019-03-31,0.05790079396642733,0.5068710980333677,-4.2992307419721465,-0.1845405795866466
2019-06-30,0.07649749859725175,0.5072845875738328,-4.1890629020129175,-0.18610029771846753
2019-09-30,0.10148678234177111,0.5074461569540946,-4.039007348302291,-0.18576496427463468
2019-12-31,0.10252497236476743,0.5037324357800999,-4.030315571147222,-0.20977977991208918
2020-03-31,0.1408808980947509,0.5047002831196249,-3.797454805464776,-0.19016382992794567
2020-06-30,0.0723547245843531,0.4984723792743858,-4.20321906831388,-0.23787222847242512
2020-09-30,0.00155284570490688,0.49135091569344214,-4.626680396003499,-0.2661571731782102
2020-12-31,-0.004594123003630601,0.49156783692165845,-4.666864878738709,-0.2571776745919341
2021-03-31,-0.15349593067603629,0.4789140628880322,-5.563195502043018,-0.3484277920028137
2021-06-30,-0.1882603110322142,0.4743425226700007,-5.783490373817247,-0.33929722149370056
2021-09-30,-0.017027065913724604,0.49046841214886194,-4.77050757965071,-0.21454845232507758
2021-12-31,0.10943735411707656,0.5024166330123784,-4.015464131603517,-0.1738392919330447
2022-03-31,0.1365109013190542,0.5083111859601375,-3.8494661903530503,-0.17082452098155498
2022-06-30,0.20964674071581502,0.5192461904208414,-3.406814450360353,-0.11165566400530502
2022-09-30,0.3666666969807428,0.5395244069204026,-2.458487208191825,0.0036524409949819925
2022-12-31,0.4922774673603138,0.556452277678939,-1.6907872069987455,0.06573817766215392
2023-03-31,0.6408868644702485,0.573590019366911,-0.7793393405996122,0.1487872961121603
2023-06-30,0.7777834982953796,0.5870788133497467,0.06937241320002907,0.2000247491476386
2023-09-30,0.8627899945702944,0.5987116643444067,0.6129039127464172,0.23436806505827074
2023-12-31,0.9284726448929259,0.6096778685184233,1.0429854861374614,0.2697949696901448
2024-03-31,0.9271555858658802,0.6139103371353947,1.0727239546608787,0.26161268031193863
2024-06-30,0.9340117321317756,0.6155024967850926,1.1495018818920453,0.25739565265336906
2024-09-30,0.9255274301085528,0.6174531616578663,1.132567410011768,0.2622764783292006
